#;F0;F1;F2;DIST;PSR;AGE;BSURF;
;(Hz);(s^-2);(s^-3);(kpc);TYPE;(Yr);(G);
1137;0.771099;-1.159e-15;*;4.909;*;1.05e+07;1.61e+12;
1138;1.500515;-1.220e-15;*;7.234;*;1.95e+07;6.08e+11;
1139;5.479608;-1.552e-13;*;2.949;*;5.59e+05;9.83e+11;
1140;2.820474;-1.600e-17;*;2.479;*;2.79e+09;2.70e+10;
1141;2.343864;-2.048e-16;*;1.740;*;1.81e+08;1.28e+11;
1142;1.082446;-1.844e-15;*;2.770;*;9.30e+06;1.22e+12;
1143;5.189759;*;*;6.293;*;*;*;
1144;0.730843;-1.816e-17;*;3.994;*;6.38e+08;2.18e+11;
1145;2.069063;-1.620e-14;*;6.690;*;2.02e+06;1.37e+12;
1146;1.180767;*;*;6.923;*;*;*;
1147;1.624641;-2.467e-15;*;5.542;*;1.04e+07;7.68e+11;
1148;2.615222;-4.335e-15;*;3.521;*;9.56e+06;4.98e+11;
1149;2.185784;-9.188e-14;*;4.718;*;3.77e+05;3.00e+12;
1150;1.526204;-1.544e-14;*;7.421;*;1.57e+06;2.11e+12;
1151;0.828637;-1.620e-15;-6.900e-28;1.626;*;8.10e+06;1.71e+12;
1152;317.378942;-9.694e-16;*;0.700;HE[aaa+09f];5.19e+09;1.76e+08;
1153;29.850746;*;*;3.235;*;*;*;
1154;2.154679;-4.271e-15;*;5.637;*;7.99e+06;6.61e+11;
1155;2.455239;-9.555e-16;*;10.650;*;4.07e+07;2.57e+11;
1156;4.316041;-9.220e-12;-1.600e-21;5.148;HE[jlm+92,fermi21];7.42e+03;1.08e+13;
1157;0.651887;-3.162e-15;*;6.129;*;3.27e+06;3.42e+12;
1158;1.746443;-8.845e-17;*;5.829;*;3.13e+08;1.30e+11;
1159;0.403622;-2.581e-16;-2.200e-29;1.717;*;2.48e+07;2.00e+12;
1160;1.791288;-4.688e-15;*;3.911;*;6.05e+06;9.14e+11;
1161;5.577867;-3.304e-13;*;*;NRAD[pvc19];2.67e+05;1.40e+12;
1162;2.770408;-2.592e-15;*;6.882;*;1.69e+07;3.53e+11;
1163;1.263383;-3.191e-15;*;3.192;*;6.27e+06;1.27e+12;
1164;2.035068;-1.930e-13;*;3.480;*;1.67e+05;4.84e+12;
1165;0.819945;-1.283e-14;*;6.842;*;1.01e+06;4.88e+12;
1166;0.974820;-2.747e-14;*;6.006;*;5.62e+05;5.51e+12;
1167;0.291676;-1.542e-15;*;7.287;*;3.00e+06;7.98e+12;
1168;1.763419;-5.121e-14;*;11.077;*;5.46e+05;3.09e+12;
1169;14.418187;-2.809e-11;*;4.743;HE[tkt+98];8.13e+03;3.10e+12;
1170;173.047894;*;*;6.043;*;*;*;
1171;83.421561;-3.764e-16;*;5.516;*;3.51e+09;8.15e+08;
1172;168.595185;-8.812e-17;*;3.045;HE[ccb+20,fermi21];3.03e+10;1.37e+08;
1173;4.912728;-4.809e-14;*;3.089;*;1.62e+06;6.44e+11;
1174;0.863111;*;*;5.285;RRAT[mss+20];*;*;
1175;0.977372;*;*;8.149;*;*;*;
1176;5.816163;-3.548e-13;*;*;NRAD;2.60e+05;1.36e+12;
1177;0.864782;-5.040e-17;*;1.978;*;2.72e+08;2.82e+11;
1178;0.922492;-1.109e-14;*;3.917;*;1.32e+06;3.80e+12;
1179;2.688720;-5.552e-15;*;6.435;*;7.67e+06;5.41e+11;
1180;260.049004;-7.845e-16;*;1.141;HE;5.25e+09;2.14e+08;
1181;1.367124;-4.803e-15;*;12.019;*;4.51e+06;1.39e+12;
1182;1.090587;-1.861e-15;*;9.762;*;9.28e+06;1.21e+12;
1183;2.184926;-2.411e-14;*;5.039;*;1.44e+06;1.54e+12;
1184;3.772557;-4.370e-15;*;5.321;*;1.37e+07;2.89e+11;
1185;1.360375;-2.036e-16;*;4.244;*;1.06e+08;2.88e+11;
1186;0.931994;-1.484e-14;*;5.412;*;9.95e+05;4.33e+12;
1187;0.231106;-1.483e-13;1.090e-21;5.571;AXP,HE;2.47e+04;1.11e+14;
1188;42.330829;-1.054e-16;*;4.047;*;6.36e+09;1.19e+09;
1189;1.988012;-7.729e-15;*;4.643;RRAT;4.08e+06;1.00e+12;
1190;0.783425;-1.584e-15;4.000e-28;1.667;*;7.84e+06;1.84e+12;
1191;90.287332;-5.469e-15;1.928e-23;1.800;*;2.62e+08;2.76e+09;
1192;2.742796;-7.562e-15;*;21.557;*;5.75e+06;6.13e+11;
1193;1.377919;-7.991e-14;*;3.356;*;2.73e+05;5.59e+12;
1194;11.754729;-5.750e-13;*;*;NRAD[cwp+17];3.24e+05;6.02e+11;
1195;337.837838;*;*;2.629;HE[trr+21,fermi21];*;*;
1196;5.957305;-1.677e-13;*;*;NRAD;5.63e+05;9.01e+11;
1197;4.288825;-1.470e-14;*;3.344;*;4.62e+06;4.37e+11;
1198;1.147786;-8.000e-17;*;4.779;*;2.27e+08;2.33e+11;
1199;2.228545;-2.060e-14;*;5.634;*;1.71e+06;1.38e+12;
1200;1.534211;-7.791e-16;*;3.187;*;3.12e+07;4.70e+11;
1201;2.526765;-1.625e-15;*;9.175;*;2.46e+07;3.21e+11;
1202;352.906233;-2.656e-15;*;0.951;HE[drc+21];2.11e+09;2.49e+08;
1203;0.424578;-7.986e-17;*;5.612;*;8.42e+07;1.03e+12;
1204;2.172310;-7.910e-14;*;5.251;*;4.35e+05;2.81e+12;
1205;2.810123;-5.249e-14;*;5.296;*;8.48e+05;1.56e+12;
1206;3.243030;*;*;8.304;*;*;*;
1207;2.701672;-6.043e-14;*;4.977;*;7.08e+05;1.77e+12;
1208;3.402192;-2.023e-13;*;7.453;*;2.66e+05;2.29e+12;
1209;2.217945;-3.770e-15;*;3.816;*;9.32e+06;5.95e+11;
1210;2.037254;-1.631e-15;*;4.325;*;1.98e+07;4.44e+11;
1211;458.715596;*;*;*;NRAD[fermi21];*;*;
1212;7.105007;-8.736e-14;*;6.407;*;1.29e+06;4.99e+11;
1213;1.633105;-9.711e-15;*;4.880;*;2.66e+06;1.51e+12;
1214;1.603391;*;*;5.542;*;*;*;
1215;2.274361;*;*;3.750;*;*;*;
1216;2.837167;-5.941e-15;*;5.046;*;7.57e+06;5.16e+11;
1217;2.822993;-6.375e-17;*;3.391;*;7.02e+08;5.39e+10;
1218;311.526480;*;*;1.225;HE;*;*;
1219;5.519419;-5.903e-16;*;0.540;*;1.48e+08;6.00e+10;
1220;1.154773;-1.660e-15;*;6.887;*;1.10e+07;1.05e+12;
1221;0.241690;-1.024e-15;*;6.726;*;3.74e+06;8.62e+12;
1222;0.655738;*;*;25.000;*;*;*;
1223;0.334650;-7.839e-16;*;4.232;*;6.76e+06;4.63e+12;
1224;1.899824;-1.602e-15;*;5.574;*;1.88e+07;4.89e+11;
1225;5.524862;*;*;0.544;*;*;*;
1226;166.649906;-2.777e-16;*;0.962;*;9.51e+09;2.48e+08;
1227;0.522898;-4.294e-16;*;5.297;*;1.93e+07;1.75e+12;
1228;301.376193;-9.782e-16;*;1.187;HE;4.88e+09;1.91e+08;
1229;1.788681;-4.536e-14;*;5.427;*;6.25e+05;2.85e+12;
1230;1.736197;-6.718e-14;*;5.044;*;4.09e+05;3.63e+12;
1231;1.475614;-2.386e-15;*;0.839;*;9.80e+06;8.72e+11;
1232;1.814088;-2.900e-17;*;10.801;*;9.91e+08;7.05e+10;
1233;1.393462;-1.282e-16;*;10.272;*;1.72e+08;2.20e+11;
1234;0.955283;-1.358e-14;*;11.498;*;1.11e+06;3.99e+12;
1235;0.585085;-2.602e-14;*;9.986;*;3.56e+05;1.15e+13;
1236;4.375053;-2.885e-13;*;4.836;*;2.40e+05;1.88e+12;
1237;1.228996;-9.807e-13;4.800e-24;5.308;*;1.99e+04;2.33e+13;
1238;1.068882;-1.222e-15;*;2.354;*;1.39e+07;1.01e+12;
1239;2.290916;-3.255e-14;*;14.810;*;1.12e+06;1.67e+12;
1240;1.406806;-1.522e-13;*;6.171;*;1.46e+05;7.48e+12;
1241;2.839736;-3.055e-14;*;6.005;*;1.47e+06;1.17e+12;
1242;471.698113;*;*;*;NRAD[fermi21];*;*;
1243;0.496213;-1.972e-15;*;18.861;*;3.99e+06;4.07e+12;
1244;1.459989;*;*;11.716;*;*;*;
1245;1.971003;-6.117e-15;-1.800e-24;7.212;*;5.11e+06;9.04e+11;
1246;4.460280;-8.157e-16;*;5.461;*;8.66e+07;9.70e+10;
1247;0.847898;-1.668e-16;*;1.445;*;8.05e+07;5.29e+11;
1248;0.827339;-5.907e-16;*;25.000;*;2.22e+07;1.03e+12;
1249;2.038709;-4.959e-16;8.700e-28;2.433;*;6.51e+07;2.45e+11;
1250;0.627059;-1.416e-15;*;7.735;*;7.02e+06;2.42e+12;
1251;0.385419;*;*;*;AXP,NRAD;*;*;
1252;1.488175;-1.947e-14;*;7.360;*;1.21e+06;2.46e+12;
1253;1.889926;-4.886e-15;*;7.214;*;6.13e+06;8.61e+11;
1254;1.959041;-1.557e-14;*;7.839;*;1.99e+06;1.46e+12;
1255;4.839135;-1.094e-12;*;12.455;*;7.01e+04;3.14e+12;
1256;0.830121;-1.427e-14;*;4.759;*;9.22e+05;5.05e+12;
1257;2.323601;-8.131e-15;*;10.229;*;4.53e+06;8.15e+11;
1258;505.056564;-2.438e-14;*;9.300;BINARY[pqm+21];3.28e+08;4.40e+08;
1259;117.370892;*;*;9.300;BINARY[pqm+21];*;*;
1260;118.203310;*;*;9.300;BINARY[pqm+21];*;*;
1261;346.020761;*;*;9.300;BINARY[pqm+21];*;*;
1262;438.596491;*;*;9.300;BINARY[pqm+21];*;*;
1263;1.296401;-6.084e-15;*;25.000;*;3.38e+06;1.69e+12;
1264;3.954604;-9.000e-15;*;11.423;*;6.96e+06;3.86e+11;
1265;8.419397;-2.262e-13;*;3.442;*;5.90e+05;6.23e+11;
1266;2.028023;*;*;5.744;*;*;*;
1267;6.491542;-2.499e-12;3.200e-23;4.410;*;4.12e+04;3.06e+12;
1268;0.857823;-3.267e-15;*;4.416;*;4.16e+06;2.30e+12;
1269;1.194222;-8.320e-15;*;7.362;*;2.27e+06;2.24e+12;
1270;1.418440;*;*;5.476;*;*;*;
1271;1.432130;-1.580e-16;*;19.076;*;1.44e+08;2.35e+11;
1272;1.296798;-9.922e-16;*;14.681;*;2.07e+07;6.83e+11;
1273;1.302558;-3.105e-16;*;25.000;*;6.65e+07;3.79e+11;
1274;1.957218;-3.864e-14;*;22.186;*;8.02e+05;2.30e+12;
1275;0.891310;-1.986e-17;*;4.741;*;7.11e+08;1.69e+11;
1276;1.760388;*;*;12.466;*;*;*;
1277;8.488820;-1.157e-13;*;12.027;*;1.16e+06;4.40e+11;
1278;3.595121;-6.654e-13;*;4.570;*;8.56e+04;3.83e+12;
1279;1.309014;-8.200e-15;1.800e-23;4.742;*;2.53e+06;1.93e+12;
1280;2.936834;-2.286e-14;*;4.220;*;2.04e+06;9.61e+11;
1281;1.701957;-4.345e-17;*;4.892;*;6.21e+08;9.50e+10;
1282;3.779891;-4.126e-14;*;3.788;*;1.45e+06;8.85e+11;
1283;316.123984;-2.815e-16;*;1.515;HE[fermi21];1.78e+10;9.55e+07;
1284;4.843951;-2.290e-11;*;12.750;NRAD;3.35e+03;1.44e+13;
1285;5.606888;-2.534e-14;*;4.469;*;3.51e+06;3.84e+11;
1286;1.932628;-1.573e-13;*;4.909;*;1.95e+05;4.72e+12;
1287;1.352999;-6.114e-16;*;9.673;*;3.51e+07;5.03e+11;
1288;0.916583;-3.453e-17;*;0.922;*;4.21e+08;2.14e+11;
1289;96.362235;6.750e-16;*;7.100;*;*;*;
1290;283.440943;1.200e-17;*;7.100;*;*;*;
1291;268.666866;-8.900e-17;*;7.100;*;4.78e+10;6.86e+07;
1292;320.688696;2.420e-15;*;7.100;*;*;*;
1293;402.093702;-2.820e-15;*;7.100;*;2.26e+09;2.11e+08;
1294;332.944805;-1.550e-15;*;7.100;*;3.40e+09;2.07e+08;
1295;5.710818;-1.207e-13;*;*;NRAD;7.50e+05;8.15e+11;
1296;494.760637;-2.190e-15;*;3.035;*;3.58e+09;1.36e+08;
1297;*;*;*;1.082;*;*;*;
1298;216.373337;-8.644e-16;*;0.740;*;3.97e+09;2.96e+08;
1299;0.909879;-6.441e-16;*;4.641;*;2.24e+07;9.36e+11;
1300;4.212470;-5.647e-13;1.100e-24;4.738;*;1.18e+05;2.78e+12;
1301;0.741895;-4.559e-15;*;4.615;*;2.58e+06;3.38e+12;
1302;1.393713;-5.822e-14;*;4.378;*;3.79e+05;4.69e+12;
1303;2.518892;*;*;7.786;*;*;*;
1304;5.750081;*;*;9.510;*;*;*;
1305;2.197425;-9.700e-14;4.330e-24;4.500;*;3.59e+05;3.06e+12;
1306;3.985007;*;*;4.284;*;*;*;
1307;7.938888;-4.727e-14;*;6.749;*;2.66e+06;3.11e+11;
1308;2.579382;-1.185e-14;*;3.846;*;3.45e+06;8.41e+11;
1309;2.433915;-4.816e-16;*;3.914;*;8.01e+07;1.85e+11;
1310;0.207566;-4.320e-16;*;2.616;*;7.61e+06;7.03e+12;
1311;170.940171;*;*;0.965;*;*;*;
1312;1.189513;-1.556e-16;*;16.160;*;1.21e+08;3.08e+11;
1313;4.317727;-2.102e-12;*;6.226;*;3.25e+04;5.17e+12;
1314;1.886525;-7.470e-15;*;10.974;*;4.00e+06;1.07e+12;
1315;0.560032;-5.337e-16;*;1.245;*;1.66e+07;1.76e+12;
1316;4.709952;-2.862e-15;*;16.871;RRAT;2.61e+07;1.67e+11;
1317;0.094245;-7.400e-15;*;*;AXP,NRAD;2.02e+05;9.51e+13;
1318;0.625079;-3.063e-15;*;2.061;*;3.23e+06;3.58e+12;
1319;1.389941;-6.821e-15;*;6.729;*;3.23e+06;1.61e+12;
1320;1.588230;-4.677e-15;*;5.518;*;5.38e+06;1.09e+12;
1321;6.062161;-8.722e-13;4.400e-24;4.468;*;1.10e+05;2.00e+12;
1322;1.713018;-1.259e-15;*;5.567;*;2.16e+07;5.06e+11;
1323;0.984972;-5.427e-16;*;25.000;*;2.88e+07;7.63e+11;
1324;292.020000;-1.130e-15;*;*;NRAD[nie+20];4.09e+09;2.16e+08;
1325;3.816420;-5.340e-16;*;8.839;*;1.13e+08;9.92e+10;
1326;1.297169;-6.579e-17;*;13.459;*;3.12e+08;1.76e+11;
1327;1.148486;-5.800e-17;*;4.408;*;3.14e+08;1.98e+11;
1328;1.795215;-1.598e-13;*;4.964;*;1.78e+05;5.32e+12;
1329;3.359174;-7.391e-14;*;14.320;*;7.20e+05;1.41e+12;
1330;1.629804;-4.510e-15;*;11.604;*;5.73e+06;1.03e+12;
1331;0.571575;-1.046e-15;-6.000e-28;1.055;*;8.66e+06;2.40e+12;
1332;3.237108;-2.075e-16;*;4.869;*;2.47e+08;7.91e+10;
1333;3.232079;-1.743e-16;*;5.342;*;2.94e+08;7.27e+10;
1334;2.625569;-1.107e-13;*;3.918;*;3.76e+05;2.50e+12;
1335;7.866404;-9.372e-13;*;*;NRAD;1.33e+05;1.40e+12;
1336;6.393873;-7.434e-14;*;5.307;*;1.36e+06;5.40e+11;
1337;1.207729;*;*;25.000;*;*;*;
1338;1.027334;-3.205e-15;1.400e-27;0.836;*;5.08e+06;1.74e+12;
1339;1.184721;-6.662e-15;*;5.200;*;2.82e+06;2.03e+12;
1340;1.932579;-3.059e-14;*;5.061;*;1.00e+06;2.08e+12;
1341;1.574659;-4.490e-15;*;6.284;*;5.56e+06;1.09e+12;
1342;1.122919;-2.668e-15;*;5.809;*;6.67e+06;1.39e+12;
1343;0.569700;-4.424e-16;*;3.361;*;2.04e+07;1.57e+12;
1344;3.273890;-1.884e-16;*;0.598;*;2.75e+08;7.42e+10;
1345;0.586944;-1.088e-15;-1.850e-27;3.369;*;8.55e+06;2.35e+12;
1346;1.091937;-7.794e-16;*;25.000;*;2.22e+07;7.83e+11;
1347;0.129749;-1.599e-16;*;5.108;RRAT;1.29e+07;8.66e+12;
1348;264.192151;*;*;4.386;*;*;*;
1349;508.212195;-6.204e-16;*;0.840;NRAD;1.30e+10;6.96e+07;
1350;242.180871;-6.551e-16;*;2.635;*;5.86e+09;2.17e+08;
1351;3.278287;-2.994e-14;*;5.440;*;1.73e+06;9.33e+11;
1352;0.980997;-4.200e-16;*;17.188;*;3.70e+07;6.75e+11;
1353;2.004096;-2.173e-16;*;14.022;*;1.46e+08;1.66e+11;
1354;1.632498;-1.283e-14;*;4.475;*;2.02e+06;1.74e+12;
1355;2.385042;-8.533e-17;*;4.004;*;4.43e+08;8.03e+10;
1356;1.051550;*;*;3.507;BINARY[ccb+20];*;*;
1357;0.326850;-3.686e-16;*;15.188;*;1.41e+07;3.29e+12;
1358;1.833652;*;*;4.071;RRAT;*;*;
1359;0.615866;*;*;6.603;*;*;*;
1360;1.262909;-2.673e-16;-3.400e-27;4.942;*;7.49e+07;3.69e+11;
1361;1.064775;-8.330e-16;*;19.006;*;2.03e+07;8.41e+11;
1362;0.784963;-8.010e-17;*;4.645;*;1.55e+08;4.12e+11;
1363;0.907808;-4.215e-14;*;10.606;*;3.41e+05;7.60e+12;
1364;1.841838;-1.242e-16;*;10.670;*;2.35e+08;1.43e+11;
1365;0.837914;-1.404e-15;*;19.040;*;9.45e+06;1.56e+12;
1366;0.667624;*;*;3.940;*;*;*;
1367;1.369612;-2.392e-15;*;10.733;*;9.07e+06;9.76e+11;
1368;1.288402;-1.401e-15;*;25.000;*;1.46e+07;8.19e+11;
1369;211.416490;*;*;4.400;*;*;*;
1370;136.054422;*;*;4.400;BINARY?[pqm+21];*;*;
1371;0.636831;-7.032e-16;*;2.366;*;1.43e+07;1.67e+12;
1372;1.640401;-2.208e-14;*;4.558;*;1.18e+06;2.26e+12;
1373;0.297646;*;*;3.473;RRAT[mss+20];*;*;
1374;30.277357;-1.061e-16;*;0.224;*;4.52e+09;1.98e+09;
1375;0.857303;-3.145e-14;*;5.254;*;4.32e+05;7.15e+12;
1376;2.707350;*;*;23.425;*;*;*;
1377;2.398808;-2.219e-14;*;6.107;*;1.71e+06;1.28e+12;
1378;409.954363;-1.875e-15;*;0.880;HE;3.46e+09;1.67e+08;
1379;1.560164;-1.504e-15;3.280e-26;0.485;*;1.64e+07;6.37e+11;
1380;2.108008;-7.599e-16;*;4.986;*;4.40e+07;2.88e+11;
1381;2.830512;-2.003e-16;*;12.689;*;2.24e+08;9.51e+10;
1382;1.836300;*;*;5.658;*;*;*;
1383;1.223524;-1.126e-15;*;0.217;*;1.72e+07;7.93e+11;
1384;0.736211;-2.554e-15;-2.160e-26;7.386;*;4.57e+06;2.56e+12;
1385;0.669303;-1.937e-15;*;9.288;*;5.47e+06;2.57e+12;
1386;1.784110;-1.600e-17;*;11.634;*;1.77e+09;5.37e+10;
1387;3.523709;-1.230e-15;*;6.699;*;4.54e+07;1.70e+11;
1388;1.323565;-7.007e-17;*;6.362;*;2.99e+08;1.76e+11;
1389;1.729017;-3.223e-15;*;15.418;*;8.50e+06;7.99e+11;
1390;190.782671;4.735e-15;*;7.050;*;*;*;
1391;278.252962;2.697e-14;*;7.050;*;*;*;
1392;131.356873;1.107e-15;*;7.050;*;*;*;
1393;292.588404;-1.076e-14;*;7.050;*;4.31e+08;6.63e+08;
1394;309.239712;-2.967e-14;*;7.050;*;1.65e+08;1.01e+09;
1395;435.781670;-4.218e-14;*;7.050;*;1.64e+08;7.22e+08;
1396;217.009055;*;*;7.050;*;*;*;
1397;3.432398;-6.593e-16;*;5.251;*;8.25e+07;1.29e+11;
1398;0.407395;-1.846e-15;*;12.947;*;3.50e+06;5.29e+12;
1399;3.096852;-4.980e-15;*;19.589;*;9.85e+06;4.14e+11;
1400;1.243311;-1.700e-16;*;10.823;*;1.16e+08;3.01e+11;
1401;2.561948;-2.481e-15;*;15.190;*;1.64e+07;3.89e+11;
1402;5.490409;-1.578e-12;3.100e-24;3.967;HE[kbm+03,fermi21];5.51e+04;3.12e+12;
1403;4.394350;-2.200e-16;*;4.715;*;3.16e+08;5.15e+10;
1404;4.640189;-2.106e-13;*;5.047;*;3.49e+05;1.47e+12;
1405;4.157592;-3.868e-12;4.500e-23;4.326;*;1.70e+04;7.42e+12;
1406;0.470919;-7.318e-16;*;11.151;*;1.02e+07;2.68e+12;
1407;0.787253;*;*;1.416;*;*;*;
1408;1.243254;-2.676e-15;2.700e-28;2.857;*;7.36e+06;1.19e+12;
1409;0.825229;-4.493e-16;1.600e-27;3.167;*;2.91e+07;9.05e+11;
1410;0.155207;*;*;14.170;RRAT;*;*;
1411;0.572314;-4.684e-15;*;5.224;*;1.94e+06;5.06e+12;
1412;0.716125;-2.602e-15;*;4.114;*;4.36e+06;2.69e+12;
1413;3.276170;-1.211e-13;*;15.245;*;4.29e+05;1.88e+12;
1414;4.334474;-9.770e-16;*;9.485;*;7.03e+07;1.11e+11;
1415;3.264528;-9.698e-15;*;1.589;*;5.33e+06;5.34e+11;
1416;4.210881;*;*;0.210;RRAT;*;*;
1417;403.190040;*;*;2.395;*;*;*;
1418;3.344622;-4.629e-14;3.340e-26;0.747;HE;1.14e+06;1.13e+12;
1419;3.915016;-1.649e-14;0.000e+00;3.843;*;3.76e+06;5.30e+11;
1420;1.170300;-2.639e-14;*;9.673;*;7.03e+05;4.11e+12;
1421;3.135371;-5.958e-13;*;3.426;*;8.34e+04;4.45e+12;
1422;1.161349;-4.681e-14;*;5.969;*;3.93e+05;5.53e+12;
1423;4.493148;-1.437e-15;*;3.441;*;4.95e+07;1.27e+11;
1424;1.236788;-9.178e-17;*;5.577;*;2.14e+08;2.23e+11;
1425;1.705648;-8.728e-15;*;17.644;*;3.10e+06;1.34e+12;
1426;1.620801;-1.709e-14;*;17.561;*;1.50e+06;2.03e+12;
1427;2.326001;-1.395e-14;*;19.449;*;2.64e+06;1.07e+12;
1428;0.677192;*;*;3.931;*;*;*;
1429;2.763031;-2.230e-15;*;3.394;*;1.96e+07;3.29e+11;
1430;6.257822;*;*;1.680;*;*;*;
1431;1.721118;-5.688e-15;*;4.000;*;4.79e+06;1.07e+12;
1432;1.122845;-7.181e-15;*;13.009;*;2.48e+06;2.28e+12;
1433;0.173497;-3.507e-16;*;14.053;RRAT;7.84e+06;8.29e+12;
1434;3.752716;-2.197e-14;*;12.833;*;2.71e+06;6.53e+11;
1435;2.434441;*;*;1.454;*;*;*;
1436;1.444845;-8.783e-15;0.000e+00;4.638;*;2.61e+06;1.73e+12;
1437;221.967751;-5.627e-16;*;3.320;*;6.25e+09;2.30e+08;
1438;1.701934;-3.907e-16;*;11.313;*;6.90e+07;2.85e+11;
1439;0.815806;-5.724e-15;*;20.594;*;2.26e+06;3.29e+12;
1440;0.090857;-1.618e-13;-1.000e-22;3.800;AXP,NRAD;8.90e+03;4.70e+14;
1441;0.770513;-1.551e-15;*;23.091;*;7.87e+06;1.86e+12;
1442;2.224100;*;*;3.295;*;*;*;
1443;0.839614;-1.325e-15;*;1.322;*;1.00e+07;1.51e+12;
1444;1.531267;-1.480e-14;3.830e-25;0.562;*;1.64e+06;2.05e+12;
1445;215.926931;-1.692e-16;*;2.179;*;2.02e+10;1.31e+08;
1446;2.232855;-1.130e-14;*;16.081;*;3.13e+06;1.02e+12;
1447;1.703618;-2.280e-14;*;4.300;*;1.18e+06;2.17e+12;
1448;*;*;*;4.596;RRAT;*;*;
1449;0.576071;-2.655e-16;*;6.450;*;3.44e+07;1.19e+12;
1450;1.155755;-9.845e-15;*;4.597;*;1.86e+06;2.56e+12;
1451;9.759978;-8.857e-12;1.731e-22;2.600;HE[ghd02,aaa+10m];1.75e+04;3.12e+12;
1452;1.048044;-2.197e-17;*;5.201;*;7.56e+08;1.40e+11;
1453;1.261576;*;*;6.090;*;*;*;
1454;3.489656;-1.242e-15;*;7.193;*;4.45e+07;1.73e+11;
1455;310.536979;-1.756e-15;*;0.506;*;2.80e+09;2.45e+08;
1456;1.151007;-1.461e-15;9.900e-27;1.081;*;1.25e+07;9.90e+11;
1457;2.148853;-3.423e-14;*;4.146;*;9.95e+05;1.88e+12;
1458;9.744852;-2.532e-15;*;3.986;*;6.10e+07;5.29e+10;
1459;1.112059;-1.921e-14;*;4.498;*;9.17e+05;3.78e+12;
1460;3.916045;-1.962e-14;*;3.118;*;3.16e+06;5.78e+11;
1461;1.285101;*;*;4.355;*;*;*;
1462;10.807574;*;*;4.843;*;*;*;
1463;218.811840;-4.084e-16;*;1.311;HE[egc+13];8.49e+09;2.00e+08;
1464;0.624955;-6.929e-14;*;4.426;*;1.43e+05;1.70e+13;
1465;2.548086;*;*;3.885;*;*;*;
1466;2.312000;-6.094e-16;*;4.580;*;6.01e+07;2.25e+11;
1467;1.436206;-1.213e-16;*;0.215;*;1.88e+08;2.05e+11;
1468;0.261442;-4.019e-12;*;13.200;AXP,NRAD;1.03e+03;4.80e+14;
1469;11.884954;*;*;*;NRAD[plca18];*;*;
1470;0.793516;-5.793e-17;*;4.047;*;2.17e+08;3.45e+11;
1471;1.282663;-2.400e-16;*;5.013;*;8.47e+07;3.41e+11;
1472;1.077461;-5.105e-15;*;5.158;*;3.34e+06;2.04e+12;
1473;3.590742;-4.828e-13;4.000e-24;3.737;*;1.18e+05;3.27e+12;
1474;0.482589;-7.063e-16;*;3.917;*;1.08e+07;2.54e+12;
1475;1.742933;-2.660e-15;*;18.772;*;1.04e+07;7.17e+11;
1476;1.824485;*;*;1.754;*;*;*;
1477;473.933649;*;*;*;NRAD[fermi21];*;*;
1478;1.586512;-4.523e-14;*;5.375;*;5.56e+05;3.41e+12;
1479;3.207053;-2.952e-14;*;5.418;*;1.72e+06;9.57e+11;
1480;0.965188;-2.685e-15;*;4.387;*;5.70e+06;1.75e+12;
1481;1.799130;-2.696e-15;*;21.907;*;1.06e+07;6.89e+11;
1482;0.256345;*;*;1.238;RRAT[dsm+16];*;*;
1483;1.523695;-2.276e-14;2.800e-26;25.000;*;1.06e+06;2.57e+12;
1484;1.465376;-1.137e-14;*;4.334;*;2.04e+06;1.92e+12;
1485;0.869944;-6.206e-16;*;5.012;*;2.22e+07;9.82e+11;
1486;0.921217;-2.800e-17;*;6.537;*;5.21e+08;1.92e+11;
1487;2.513463;-7.726e-14;*;14.244;*;5.15e+05;2.23e+12;
1488;2.857727;-1.429e-14;*;16.635;*;3.17e+06;7.92e+11;
1489;1.126482;-4.699e-15;-1.700e-24;7.283;*;3.80e+06;1.83e+12;
1490;316.483687;-6.123e-15;*;8.300;*;8.19e+08;4.45e+08;
1491;3.107584;-1.890e-15;*;11.223;*;2.61e+07;2.54e+11;
1492;0.775567;-1.577e-14;*;5.326;*;7.79e+05;5.88e+12;
1493;0.295983;-1.414e-13;-9.860e-24;3.918;*;3.32e+04;7.47e+13;
1494;13.392274;-2.371e-12;*;3.488;HE[waa+10];8.95e+04;1.01e+12;
1495;1.823423;*;*;11.597;*;*;*;
1496;1.693558;-2.153e-14;*;13.803;*;1.25e+06;2.13e+12;
1497;172.707045;-2.399e-16;*;0.341;*;1.14e+10;2.18e+08;
1498;2.202679;-1.061e-14;*;4.274;*;3.29e+06;1.01e+12;
1499;2.025215;-6.111e-17;*;16.425;*;5.25e+08;8.68e+10;
1500;5.288361;-4.664e-14;*;9.783;*;1.80e+06;5.68e+11;
1501;4.246732;-7.071e-15;*;13.437;*;9.52e+06;3.07e+11;
1502;0.297885;*;*;2.555;RRAT[dsm+16];*;*;
1503;2.093297;-3.628e-16;1.800e-28;2.357;*;9.14e+07;2.01e+11;
1504;0.638732;-2.365e-15;7.300e-27;0.988;*;4.28e+06;3.05e+12;
1505;0.618941;-2.835e-16;*;5.583;*;3.46e+07;1.11e+12;
1506;1.143819;-7.758e-16;*;3.877;*;2.34e+07;7.29e+11;
