INFO:root:Using default metrics strategy: MetricsStrategy.DVM
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2F7YBC7C HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FBRH1KN HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FN4LFFL HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FX9E5LC HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FU10ZMM HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FN16NFO HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FBPBKVF HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2F9UNXFY HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FEDEPID HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FJLYDJS HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FJ5TMCS HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FCTUMGN HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FMJYYZP HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FZXFLIU HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2F8V3OEH HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FTDJRKG HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FKHZH41 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FEA6MPP HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FD3G5BV HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FKJQUQN HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FZEO6XL HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FFHXCQG HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2F2XH3VY HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FDRVLNT HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FVGMTRO HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FEGX7TU HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FF3A62W HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FDGSBXU HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FKOA8TL HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FGQ7E1U HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FY5OB8C HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FOA8ZFC HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FKVJUQ2 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FECFZ61 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FFJCFE3 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2F72Y0TY HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FYWMGND HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FWJ6MVJ HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FWFMZWP HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FUBTIA5 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FJCKSSB HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FSCXRY0 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FUF25GG HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FZVECYR HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FWIWIPO HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2F2WIZSX HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FWRRNJS HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FOASCSV HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FDXOGXQ HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FYC4WLC HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FHAMCYI HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FVHF1PF HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FD2W39C HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FYUVQSB HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FMM78QJ HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FCEEIPA HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FUTTRM8 HTTP/1.1" 200 7500
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FSVFLBO HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FO6896Q HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FDLFVWH HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FD7D1HP HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FX2PJLK HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FTDVNYM HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FIIGITP HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2F9ZDA3U HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FMDNKX7 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FJ07E5K HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FT7B1DG HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FHK0C0Q HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FROO21Z HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FUSKBGH HTTP/1.1" 200 5707
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FWYIIQ1 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FECXUDT HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FNLIFTL HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FU7WVNO HTTP/1.1" 200 7492
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FYGVVE4 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FEJP0MA HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FLBEFI8 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FOTUHRM HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FAWDKXC HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FRWLDVJ HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FALFWCE HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FXCKYF0 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FGKEYNZ HTTP/1.1" 200 7806
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FBX3XRF HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FHS0WOW HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FOXD7BP HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FYO5EGY HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FFUKBBK HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FFRAGKR HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FQYJ0CM HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FT7HUD5 HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FHEKQHE HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FLVLRJ0 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FSYFVY4 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
